Emp ID,Name,DOB,SSN,State
59,Dana Zimmerman,1973-03-31,812-44-8983,New Jersey
1113,Alex Morris,1975-07-24,465-29-6079,Vermont
443,Marc Mason,1983-10-16,295-47-0467,New Hampshire
638,Cameron Guerra,1958-05-14,403-05-6206,New Jersey
275,Charles Olsen,1956-11-16,682-91-6474,Montana
1995,Joshua Schneider,1967-08-27,616-96-4288,Missouri
774,Edwin Baker,1969-04-14,447-52-1199,Minnesota
676,Jasmine Jordan,1992-08-20,788-01-9773,Pennsylvania
100,Sean Dunn,1970-02-20,148-21-8722,Kansas
827,Megan Schwartz,1990-06-14,683-70-4732,Florida
322,Derrick Gallagher,1960-09-14,888-99-1589,Vermont
219,Lindsey Jones,1991-10-18,169-11-3838,Arizona
1618,Monique Martinez,1963-08-14,240-22-9950,Florida
1990,Steven Soto,1975-09-23,385-27-7166,Texas
1877,Wendy Peck,1981-10-18,768-68-4054,Pennsylvania
1690,Ryan Bailey,1957-05-17,642-84-6255,Indiana
1853,Jessica Smith,1957-05-07,197-34-2947,Maine
1554,Ashley Fox,1964-01-21,322-71-4516,Idaho
1866,Luis Horn,1962-05-02,680-14-4696,Massachusetts
988,Brent Schneider,1957-09-27,093-89-8569,North Dakota
1385,Gail Rodriguez,1991-10-01,862-52-8941,Virginia
857,Jason Baker,1980-02-16,156-40-9908,Tennessee
2037,Amanda Gomez,1962-05-03,353-12-2194,Alaska
1201,Edward Valdez,1972-08-05,114-77-5545,North Dakota
690,Kelly Brandt,1979-01-12,799-38-9046,Maine
948,Christopher Carrillo,1958-01-09,146-68-4103,Michigan
208,Elizabeth Potter,1962-07-02,145-09-5640,Montana
2024,Timothy Howard,1989-10-08,133-88-1253,Iowa
683,Rebecca Pollard,1984-04-29,144-71-1865,Kentucky
1814,Stephen Short,1970-08-15,312-92-1323,Pennsylvania
478,Michael Odom,1973-07-25,181-06-9368,Mississippi
1419,Pamela Lawrence,1978-02-01,440-68-2412,Kentucky
203,David Young,1982-11-09,549-91-7690,Hawaii
1569,Michael Bass,1975-10-03,687-85-9503,South Dakota
1325,Brandon Medina,1991-01-24,326-12-0987,Massachusetts
1615,Peter Shepard,1983-12-01,667-55-3577,Kentucky
291,Jessica Moore,1959-09-14,504-78-3396,Maryland
695,Amy Keith,1968-12-06,253-79-1932,Georgia
1070,Scott Cook,1985-04-19,038-04-6522,Rhode Island
904,Samuel Schmitt,1960-05-09,652-21-3184,Maryland
2099,Tina Stewart,1963-09-18,194-07-3569,New Hampshire
393,Dorothy White,1960-08-27,368-75-8706,Pennsylvania
330,Ashley Bowers,1974-07-08,268-92-0139,California
1876,Jermaine Watson,1965-03-09,295-58-6762,New Jersey
1604,Frank Delgado,1965-09-26,821-33-1186,Wyoming
1712,April Bradley,1982-07-20,093-16-2371,Texas
747,Jessica Brandt,1983-01-09,032-59-3653,Arkansas
796,John Blankenship,1961-01-25,459-29-4697,Maryland
1303,Jason Barber,1974-01-31,050-33-2267,Rhode Island
783,Kim Delgado,1971-06-24,034-09-5421,Delaware
187,Veronica Rangel,1958-06-20,238-30-5671,Wisconsin
656,Margaret Hammond,1974-02-07,161-31-2207,Oklahoma
1864,Rebecca Mcbride,1966-02-21,781-91-4226,South Dakota
257,Tina Anderson,1968-02-17,783-25-8693,New Hampshire
1946,Jessica Rodriguez,1992-11-13,018-02-5170,New York
301,Jason Jones,1970-03-31,645-01-3300,Louisiana
1471,Mike Rice,1984-02-25,376-16-7394,Georgia
1045,Michael Williams,1989-07-22,540-04-2875,Wisconsin
2074,Sarah Kane,1980-07-30,051-02-9475,Georgia
1735,Chad Koch,1965-09-20,132-33-5358,Kentucky
1987,Lisa Oneal,1957-11-03,817-86-1248,Pennsylvania
1460,Donna Robinson,1985-02-24,813-03-9275,Wisconsin
495,Colton Fisher,1957-07-29,287-39-7854,Idaho
2014,Cody Hardy,1969-10-04,863-67-5576,Texas
1862,Brooke Mckee,1993-05-10,748-80-4110,Texas
1741,Luke Adams,1977-09-11,629-61-8540,South Carolina
1296,Sara Wilson,1957-04-29,097-58-2024,Arkansas
900,Brandon Thomas,1994-11-11,675-75-2838,Rhode Island
1813,Michael Kim,1981-08-03,267-16-3695,New York
1154,Claire Andrade,1994-06-28,133-44-6044,Wisconsin
1102,Diane Jones,1983-03-29,606-16-8549,Nebraska
2045,Stephanie Robinson,1988-09-21,563-03-8989,New Jersey
1229,Eric Guerrero,1959-02-06,409-87-6912,Florida
337,Robert Bennett,1976-12-07,077-83-2907,Arizona
1278,Alexa Thompson,1984-09-26,895-03-9583,Illinois
1239,Anita Eaton,1966-07-06,261-63-5925,Rhode Island
2050,Richard Smith,1993-01-29,815-15-8035,Minnesota
643,Jeremy Lopez,1993-08-16,450-83-1218,Missouri
1698,Grant Sanchez,1992-01-27,813-27-8505,Georgia
1363,Robert Weber,1960-01-05,222-70-8958,Missouri
1998,Amy Sanchez,1974-12-05,586-86-3625,Alabama
1936,Tanner Esparza,1973-02-23,283-84-3742,Oklahoma
909,Denise Lane,1986-07-22,791-96-3327,Idaho
51,Dennis Leblanc,1994-03-01,509-27-6198,Illinois
1701,Michelle Wade,1985-12-27,869-13-9162,Louisiana
1892,Valerie Adkins,1959-11-01,016-94-5882,Colorado
945,Caleb Hall,1982-07-04,559-24-3125,Indiana
1826,Evan Parker,1991-11-18,429-95-7213,Pennsylvania
159,Amy Delgado,1984-01-11,790-07-9583,Montana
480,Logan Moss,1990-07-28,324-95-9460,West Virginia
1676,Danielle Davis,1974-03-23,341-47-4665,Hawaii
268,Brian Martin,1986-03-25,551-23-0991,Hawaii
551,Travis Keith,1963-07-28,640-01-4320,New Mexico
782,Abigail Jacobs,1974-03-08,746-04-1596,Nevada
1244,Gabrielle Wise,1960-08-11,822-04-4965,Massachusetts
1971,Paul Suarez,1962-10-07,325-94-6300,Rhode Island
1430,Michael Ochoa,1986-08-09,877-18-9602,Texas
295,Daniel Pacheco,1975-01-09,481-33-9820,Minnesota
631,Austin Jackson,1970-04-06,044-72-8701,Missouri
1806,Patricia Patterson,1965-06-27,049-16-8753,Iowa
1629,Diane Green,1969-10-24,553-16-3033,Wyoming
410,Louis Flynn,1988-11-09,129-43-3481,California
1916,Nancy Schmidt,1969-03-01,192-83-9447,South Carolina
808,Jaclyn Cunningham,1963-11-02,140-67-8956,South Dakota
143,Elizabeth Davis,1964-10-12,222-01-4168,Nevada
675,Jacqueline Donaldson,1966-09-07,880-39-5320,Kentucky
1462,Gabriel Mitchell,1959-02-08,111-37-8486,New York
2048,Sara Barajas,1990-10-04,135-01-8344,Vermont
674,Ann Williams,1983-03-06,282-70-5252,California
1150,Justin Baker,1982-07-02,082-37-2028,Michigan
941,Kimberly Lee,1961-09-19,032-66-2156,Massachusetts
707,Karen Roberts,1975-01-21,547-99-9717,Illinois
1977,Miguel Gonzales,1965-10-26,873-63-2152,West Virginia
1417,Alexandra Barrett,1967-07-20,208-36-9720,Connecticut
620,Jeffrey Garcia,1965-06-05,795-78-0488,Iowa
735,Elizabeth Bautista,1993-05-04,077-12-8946,Montana
2106,Danielle Kemp,1980-10-27,386-62-5272,Oklahoma
1406,Melinda Miller,1974-03-01,084-04-2932,Georgia
1273,Cindy Wagner,1962-05-21,183-35-6272,Michigan
1957,Rebecca Kirby,1957-10-27,832-03-7876,Illinois
2042,Jeremy Jefferson,1992-03-16,768-77-4470,Ohio
668,Vincent Thomas,1962-03-31,776-60-5867,Hawaii
1791,Cameron Jones,1988-11-12,796-65-5160,Michigan
950,Alicia Morales,1965-06-28,333-20-5920,Hawaii
1580,Dylan White,1992-07-18,677-03-0048,Ohio
67,Lauren Price,1975-06-30,847-68-5316,Michigan
1632,Diane Buck,1976-04-09,086-12-5953,Nebraska
1080,Brian Harper,1967-01-02,426-56-3047,Pennsylvania
190,Tim Allen,1973-01-08,678-95-4264,West Virginia
1477,Sierra Cortez,1974-03-24,889-39-5367,Washington
1338,Thomas Garza,1987-09-23,152-18-5832,Delaware
181,Daniel Ramirez,1976-12-31,891-94-8963,New York
1966,Crystal Ellis,1958-03-09,245-92-0049,New Hampshire
150,Stefanie Carpenter,1978-06-26,178-97-4588,Kentucky
2019,Timothy Cameron,1960-04-23,127-29-8743,Kentucky
1149,Brandi Gregory,1983-04-15,857-67-5829,North Carolina
1162,Victoria Daniels,1966-06-08,145-88-9427,New Mexico
1108,Steven Washington,1963-08-23,508-65-1988,Alabama
935,Michelle Wright,1969-02-19,741-94-6564,Utah
106,Keith Carter,1957-08-16,780-99-0345,Vermont
692,Nathan Cruz,1970-09-16,313-46-8620,Hawaii
122,Robert Gonzales,1968-08-02,430-98-1916,Georgia
2081,Matthew Garcia,1983-04-13,876-77-8684,Kansas
1568,Gina Green,1960-03-01,480-85-3706,Tennessee
1895,Barbara York,1975-02-17,025-74-9106,Vermont
1194,Crystal French,1979-10-04,888-14-1489,Utah
1190,Kathy Bryant,1988-10-12,209-90-3187,Missouri
271,Brittney Lin,1993-09-02,073-07-2328,Minnesota
1772,Lindsay Francis,1976-01-30,145-64-4190,Georgia
1765,Bryan Torres,1985-06-02,478-98-6406,Illinois
1727,Michael Crawford,1982-05-31,355-60-1246,Hawaii
161,Anna Mann,1969-12-09,566-28-3666,South Dakota
628,Richard Bowers,1978-07-12,578-70-9051,Maine
1203,Jennifer Welch,1967-09-14,772-03-4330,Massachusetts
489,Megan Phillips,1986-06-13,578-52-7101,Wyoming
546,Anthony Garcia,1965-10-30,204-72-6626,Michigan
713,Courtney Hughes,1975-06-21,128-54-3393,New Mexico
1880,Jennifer Allison,1989-12-24,826-31-8151,Delaware
637,Randy Smith,1979-11-19,290-03-7796,Arkansas
1272,Christopher Harris,1989-02-23,788-01-7997,California
1900,Laura Salazar,1959-07-12,193-05-8642,Oregon
966,Kristi Harrell,1968-06-09,016-85-1401,Wisconsin
1186,Christine Brown,1974-03-22,740-33-1339,New York
1491,Rachel Morris,1975-06-03,613-44-9640,Alabama
1088,Daniel Hanson,1972-10-24,368-75-3739,Kentucky
343,Geoffrey Lee,1993-09-14,213-30-6931,West Virginia
717,Thomas Murphy,1987-02-07,663-72-8386,Rhode Island
1361,Randall Anderson,1962-02-10,284-85-8197,Wisconsin
1725,Amy Dominguez,1984-09-18,229-11-8377,West Virginia
1654,Danielle Stanley,1973-04-07,034-08-1073,Florida
1599,Michael Henry,1981-03-04,401-20-2634,Wyoming
1974,Jessica Thompson,1968-01-10,404-01-7127,Colorado
1714,Christopher Valenzuela,1973-01-23,409-88-7702,Virginia
97,Jesse Baker,1989-12-20,121-43-6515,Illinois
1901,Charles Crawford,1991-10-26,660-42-8999,Wyoming
1972,James Austin,1961-12-23,621-66-3614,Kansas
1448,Christopher Miller,1987-11-17,254-47-9999,Louisiana
1788,Kari Howe,1961-07-29,087-20-2386,Wisconsin
214,Gerald Everett,1965-05-19,414-86-4232,Vermont
1073,Brian Snyder,1962-10-16,421-62-8265,New York
86,Brian Young,1968-05-27,102-96-9571,Alabama
6,John Snow,1969-03-04,123-50-5075,Georgia
2041,Tanya Maxwell,1992-06-28,739-17-4019,North Dakota
769,Jill Keller,1992-04-11,547-27-9735,Nevada
2007,Samantha Cruz,1967-09-18,479-88-3798,Connecticut
1123,Amy Jones,1973-11-12,257-65-4671,Colorado
779,Nathaniel Dominguez,1976-11-24,571-35-9952,Kentucky
1506,Barbara Allen,1963-11-11,886-65-8520,Minnesota
358,Sergio Bass,1959-12-23,692-36-5957,New Hampshire
2117,Jeremy Cunningham,1967-04-13,251-68-1623,Connecticut
1497,Michelle Wheeler,1988-10-14,820-85-2060,Colorado
1236,Brooke Roberts,1975-04-26,342-66-0727,South Dakota
622,Mary Thomas,1963-12-18,450-72-1656,Michigan
1588,Taylor Curry,1983-05-23,014-97-8049,Arkansas
789,Julian Hudson,1971-09-05,767-95-2441,Wyoming
1639,Kara Collins,1966-01-27,625-81-0133,Rhode Island
74,Aaron Curtis,1991-01-13,176-14-1609,Alaska
49,Jennifer Boyd,1975-06-26,260-87-5668,Massachusetts
1863,Maria Eaton,1970-09-24,616-09-9821,Wyoming
1603,Eric Fry,1968-11-05,290-40-8303,New York
2090,Jillian Jones,1973-07-17,896-36-0820,Pennsylvania
348,Jennifer Franklin,1987-06-24,413-53-4530,Illinois
973,John Carter,1965-07-17,511-84-3573,California
481,Joshua Allen,1984-06-26,047-41-0650,Iowa
1455,Kimberly Foster,1965-06-22,355-51-7792,Georgia
802,Joshua Lopez,1976-01-20,549-47-6314,Indiana
2095,Joseph Brooks,1994-11-08,474-53-0968,Oklahoma
64,Bethany Williams,1971-06-24,501-53-7606,Vermont
958,Aaron Ward,1971-09-12,723-87-6340,Virginia
1136,Kevin Hawkins,1980-06-13,215-77-4639,South Dakota
1447,Michael Hall,1970-02-28,271-38-4979,Vermont
866,Brianna Lester,1990-04-21,262-29-8063,Nevada
300,Joanna Chavez,1989-08-31,451-12-9580,Iowa
627,Michael Jimenez,1968-01-30,840-85-8278,Indiana
171,Jane Murphy,1961-10-23,276-37-9115,Washington
412,Kathryn Perez,1975-06-08,019-05-7806,Arkansas
568,Timothy Smith,1991-10-29,060-26-7591,Nebraska
494,Kelly Hayes,1977-03-16,504-20-8491,Arizona
1674,James Contreras,1971-09-30,782-18-8665,Louisiana
129,Keith Shaw,1975-03-14,519-36-9267,Indiana
7,Kendra Sutton,1984-08-22,139-87-2567,Wisconsin
589,Anne Lawrence,1973-07-03,049-84-4532,Utah
1886,Richard Powers,1990-08-17,133-61-5848,Arkansas
308,Adam Wells,1988-11-14,129-42-0097,Virginia
1841,Stephen Wolfe,1979-12-18,503-04-2132,Kansas
1377,George Silva,1992-03-23,637-46-7345,South Carolina
463,Anthony Fuentes,1985-12-19,158-86-3936,Illinois
99,Scott Wood,1993-05-14,889-18-9666,Wyoming
2044,Lance Perez,1960-08-06,294-49-7348,Missouri
1810,Melissa Snyder,1981-09-03,881-39-0592,Hawaii
1770,Sandra Olson,1957-03-31,005-77-9854,Iowa
1410,Daniel Rosario,1982-02-28,129-35-4641,North Dakota
885,Dominique Key,1974-05-18,668-58-0919,Tennessee
1353,Evelyn Gordon,1974-10-02,643-25-4793,Nebraska
453,Michael Bauer,1977-06-28,788-68-8715,Arkansas
169,Angela Johnson,1979-09-26,842-93-7252,New York
1747,Benjamin Dunn,1993-08-30,626-77-8382,Arizona
1630,Ronald Craig,1976-09-22,528-15-5153,Arizona
585,Ashley Adams,1973-06-19,644-21-1024,California
535,Elizabeth Bell,1975-09-10,195-39-9823,Oregon
39,Alyssa Hernandez,1990-09-24,794-74-5791,Washington
88,Caleb Thompson,1990-04-11,701-63-3511,New Hampshire
1245,John Campbell,1974-03-29,046-86-5123,Michigan
844,Russell Lewis,1978-01-04,664-81-4842,Louisiana
346,Douglas Garcia,1987-04-27,078-22-6456,West Virginia
315,Javier Burch,1981-08-30,785-63-9883,Oklahoma
166,Alison Ware,1975-02-14,742-14-3971,New York
564,Timothy Brown,1980-10-30,418-51-5939,Georgia
2093,Pamela Schmidt,1958-05-11,710-14-4650,Wyoming
408,Annette Clarke,1985-12-04,088-80-5216,Alabama
853,Douglas Meyer,1967-11-28,798-93-8451,Alaska
1100,John Padilla,1980-01-25,427-01-7063,Wyoming
462,Kelly Ramsey,1989-08-16,371-13-0825,Illinois
547,Jennifer Mcclure,1982-12-16,615-76-8291,Michigan
1182,Stephen Gonzalez,1963-06-23,274-71-9897,Tennessee
724,Stacy Bryant,1975-11-17,706-52-9307,Texas
466,Ronald Wright,1982-01-23,205-30-7430,Washington
2010,Stephanie Garcia,1960-04-08,332-80-8073,Alabama
1833,Johnny Walter,1963-10-26,839-21-3244,Kansas
227,Sarah Coffey,1973-09-25,408-43-3020,New York
420,Katherine Hart,1976-10-14,109-33-2031,Vermont
616,Olivia Smith,1986-05-18,608-48-8043,Kansas
1984,Erin Patterson,1991-09-20,172-91-6143,Alabama
1686,Michael Gray,1970-06-04,567-68-9774,Utah
195,Joshua Jones,1980-05-09,519-66-6659,North Carolina
320,Beverly Moore,1958-03-03,616-50-5721,California
426,Paige Brown,1959-03-02,689-86-9459,Alaska
1358,Laurie Miles,1978-09-12,659-70-0240,Hawaii
1488,Aaron Dillon,1958-09-18,820-78-1764,Connecticut
328,Sharon Davis,1994-06-28,670-05-9341,Kentucky
1574,Jack Turner,1975-01-30,858-63-3773,New Jersey
992,Sandra Patton,1959-08-11,860-50-2081,Washington
1260,David Williams,1965-09-28,349-23-6692,Oregon
1414,Jeffrey Hardy,1980-05-30,028-84-2321,Alaska
1428,Steven Cline,1966-12-15,176-09-8827,Utah
428,Jonathan Diaz,1990-04-09,891-30-6965,New York
1304,Eric Lyons,1980-06-17,044-24-4052,Vermont
1457,Lori Scott,1966-08-16,504-52-4533,Michigan
1032,Scott Jones,1976-12-12,881-49-7186,Montana
639,Rhonda Day,1958-02-11,679-96-4229,Montana
687,David Young,1977-08-28,547-24-5727,Pennsylvania
975,Ryan Jackson,1982-06-19,640-33-3652,Oklahoma
1848,Alex Leonard,1986-11-01,058-44-3475,West Virginia
1842,Michele Cross,1988-12-22,465-62-0952,North Dakota
1217,Stephen Lopez,1978-10-01,101-74-0888,Indiana
4,Laura Vasquez,1968-01-19,010-81-5984,Nevada
1661,Sharon Weber,1966-09-12,282-53-2610,Maine
1776,Eric Obrien,1985-05-07,392-15-9661,Alabama
1707,Frederick Mullen,1980-09-03,277-76-9367,Oregon
861,Carla Simpson,1975-10-27,448-69-6697,Mississippi
1944,Corey Garcia,1972-07-16,618-30-7809,Ohio
499,Justin Phillips,1960-09-01,586-52-1377,North Carolina
135,Timothy Smith,1994-04-21,169-14-1291,Kentucky
2102,Suzanne Hill,1991-10-25,273-21-7170,New Jersey
1048,Stacey Burgess,1967-12-15,338-30-5899,Montana
2105,Kelly Perez,1963-03-12,581-30-7123,Nebraska
1985,Jennifer Wagner,1977-07-31,169-66-3321,Ohio
1469,George Williams,1962-02-27,174-04-3096,North Carolina
52,Michael David,1971-03-09,491-54-6617,Alabama
1258,John Perez,1994-01-01,574-91-7828,Rhode Island
1577,Nicole Sherman,1982-01-07,484-98-3201,West Virginia
196,Teresa Macias,1989-08-01,558-42-3312,Washington
1115,Benjamin Lee,1988-10-19,597-99-4752,Virginia
1064,Jodi Anderson,1976-03-21,579-79-6103,Maryland
1501,Matthew Ritter,1965-02-08,518-78-2355,New York
1598,Lauren Howard,1965-11-21,013-27-2196,Oregon
267,Richard Butler,1985-12-10,657-95-1460,Nebraska
403,Katrina Freeman,1969-11-09,548-59-7170,Kansas
18,Whitney Graham,1968-09-26,744-71-3110,Indiana
2058,Anna Mills,1974-07-09,020-27-5746,Idaho
1785,Lisa Avila,1994-02-03,808-90-1528,Pennsylvania
151,Darrell Stevens,1986-04-29,885-03-6328,Montana
1151,Hayden Norman,1986-02-20,463-53-6410,Virginia
2071,Anthony Baker,1962-02-21,435-15-4451,Louisiana
1970,Jonathan Pierce,1959-12-19,578-53-8992,Michigan
331,Rachael Norton,1972-12-23,607-09-7804,Indiana
1715,Rachel Blackburn,1964-05-26,420-91-3968,Texas
645,Gabrielle Rodriguez,1988-04-12,280-77-2821,Michigan
1530,Katherine Prince,1990-08-13,095-13-4732,Ohio
289,Amy Ellis,1991-07-18,578-28-8269,Georgia
1431,Christopher Jordan,1960-12-26,654-03-4964,Arkansas
2015,John Hancock,1983-04-01,401-33-3528,Texas
376,Pamela Wang,1964-06-22,427-44-5305,Virginia
248,Cynthia Campbell,1974-03-03,820-83-4326,New Mexico
864,Kristi Mccoy,1985-09-28,781-73-3151,Colorado
15,Karen Jacobs,1977-04-13,113-83-4171,Colorado
321,Jennifer Johnson,1989-12-06,839-10-3693,New Hampshire
360,Carla Hughes,1987-05-24,001-02-1835,Vermont
1537,Ernest Oliver,1988-02-09,346-70-2396,Missouri
801,Tyler Blackwell,1963-01-25,161-33-8949,Connecticut
1650,Bethany Weber,1962-06-10,299-21-0793,Kentucky
1449,Richard Alvarez,1983-12-17,637-01-2399,Idaho
1339,Kimberly Stevens,1968-04-22,732-39-5276,Nevada
1939,Emily Mitchell,1993-12-15,154-92-6049,Nebraska
1009,Sherry Fernandez,1968-04-23,741-38-8164,Alaska
446,Danielle Manning,1961-05-21,401-11-2579,Maryland
1670,Deanna Acosta,1958-05-04,564-44-5562,Alaska
849,Kristin Dawson,1981-03-16,099-30-4356,Rhode Island
1351,Sarah Moreno,1988-05-11,826-68-7060,South Carolina
1392,Stephanie Flores,1967-03-30,695-14-0809,Tennessee
1234,Sharon Jones,1964-07-18,594-87-7077,Connecticut
829,Robin Coleman,1964-07-20,812-44-9488,South Carolina
1046,Cindy Hopkins,1966-03-25,107-22-4307,Kansas
1249,Peter Hernandez,1961-12-20,157-44-7684,Maine
141,William Ray,1961-09-24,013-09-8062,South Carolina
507,Cheryl Smith,1978-12-21,890-44-9119,Nebraska
1838,Christopher Glover,1970-03-14,155-48-0848,Nevada
1145,Sharon Leblanc,1967-05-15,216-95-0490,Maine
592,David Price,1981-04-19,614-58-0393,West Virginia
819,John Patel,1987-01-25,443-66-9381,Virginia
1405,Victor Cole,1959-07-01,490-96-6357,Wyoming
784,Karen Heath,1974-03-07,875-01-9945,California
1572,Paul Allen,1981-11-07,455-88-5698,Louisiana
1240,Kristina Johnson,1980-02-14,546-42-5010,New Jersey
1077,Dominic Ramos,1982-03-19,402-59-8256,Vermont
93,Brandon House,1979-06-06,718-78-4394,New Jersey
83,Sandra Kelly,1985-05-09,736-14-4847,New Hampshire
2070,Anthony Melton,1991-04-08,573-58-9353,New Mexico
261,Yvette Duke,1976-11-08,576-13-9549,Illinois
974,Michael Henry,1974-03-27,216-35-2095,Nebraska
1700,Emily Taylor,1973-04-14,777-25-2018,Iowa
1166,Peggy Mcdaniel,1988-01-04,629-33-3459,Washington
207,Teresa Murphy,1971-02-13,433-24-1236,Maryland
137,Natalie Ward,1992-03-04,554-41-8729,Hawaii
89,Jacqueline Kirby,1975-12-04,803-04-1802,Idaho
1031,Amanda Young,1977-08-06,847-72-9361,Wyoming
1872,Russell Zavala,1973-02-09,121-76-2734,New York
1564,Nicole Carpenter,1973-02-17,158-15-6993,South Carolina
1732,Bradley Wagner,1994-01-02,443-24-3583,Texas
460,Marie Bailey,1969-08-23,624-66-9692,New Hampshire
5,Rebecca Roach,1965-05-19,655-14-6554,North Dakota
1689,Chad Duncan,1958-06-29,757-57-9407,Nebraska
361,Mark Thompson,1976-06-15,727-71-1322,Nebraska
823,Suzanne Rhodes,1980-04-28,549-26-1958,North Carolina
846,Melissa Reyes,1984-08-20,879-75-2985,Louisiana
1627,Samuel Phillips,1972-06-19,573-78-8806,Michigan
744,James Cortez,1986-11-23,797-21-8728,New Jersey
125,Randall Whitehead,1962-11-07,714-21-9200,Virginia
1468,Matthew Richardson,1962-05-13,770-79-0719,South Dakota
79,Sandra Myers,1959-04-05,303-12-2873,New Mexico
1865,Natasha Davis,1977-01-12,879-53-1572,Wyoming
1642,Susan Diaz,1976-11-24,396-01-6920,Wisconsin
1637,Nicholas Nguyen,1974-07-13,511-98-5394,New Hampshire
1745,Michael Welch,1980-03-12,683-17-0630,West Virginia
117,Jennifer Yates,1971-09-13,533-61-8351,Rhode Island
1485,Gail Bradshaw,1990-02-10,635-37-2069,New Mexico
913,Anthony Mills,1959-08-29,520-18-7435,Rhode Island
1003,Christina Winters,1958-01-27,016-53-1063,Arizona
199,Tracey Gomez,1959-07-12,570-12-2801,New Jersey
2052,Angela Hart,1961-07-07,386-04-8217,Illinois
12,Katherine Baird,1980-03-30,037-98-1191,New Jersey
1667,Jennifer Bradley,1965-07-30,401-72-2170,Tennessee
1412,Hunter Payne,1971-10-10,155-91-2149,Tennessee
241,Amy Black,1974-04-27,255-56-4888,New Jersey
474,James Mccormick,1962-04-15,099-03-8300,Oklahoma
1004,Michael Edwards,1981-02-08,189-01-2239,Arizona
2103,William Johnson,1973-11-13,464-53-7808,Missouri
1884,Heather Thompson,1970-07-27,607-15-2820,Hawaii
1315,John Gibson,1961-10-24,358-71-4643,Louisiana
1301,Laurie Elliott,1964-08-02,203-55-9421,Colorado
332,James Neal,1966-07-18,514-60-1272,Georgia
1232,Eric Moore,1964-01-01,368-64-6218,Washington
1815,Corey White,1979-05-18,395-70-2974,California
800,Kenneth Holmes,1991-10-01,415-94-2289,Michigan
1933,Daniel Mason,1974-06-12,379-54-3217,Connecticut
319,John Warren,1993-07-07,025-52-4238,Idaho
1752,Julie Taylor,1989-01-17,463-29-2015,Maine
223,Kathryn Carpenter,1991-10-31,528-35-2644,Wisconsin
1811,Kathy Castillo,1977-02-18,848-88-5318,Arkansas
1665,Kendra Wood,1960-11-22,181-37-7560,Ohio
105,Elizabeth Johnson,1968-06-27,518-20-8484,North Carolina
517,Katherine Johnson,1983-12-09,480-82-5126,Michigan
1631,Linda Day,1970-06-01,301-06-8740,Alaska
1529,Brandon Ho,1992-12-11,710-03-4498,Nevada
63,Timothy Martin,1985-04-10,107-96-9876,Florida
618,Chad Zimmerman,1979-09-20,771-92-6293,New Mexico
583,Dylan Parker,1981-02-18,726-59-3245,Illinois
2025,Kylie Mccormick,1983-02-22,130-30-4307,Delaware
1261,Jason Reyes,1985-10-14,730-21-9108,Colorado
461,Arthur Carlson,1990-12-09,153-44-0609,Wisconsin
437,Kevin Wyatt,1975-07-11,773-33-1089,Nebraska
591,Michelle Skinner,1975-09-18,825-50-4888,Maine
1250,William Grant,1970-04-26,390-37-4808,Pennsylvania
1489,Cassie White,1972-10-14,043-74-2610,Oklahoma
746,Jimmy Carney,1990-01-23,844-16-9509,Missouri
1135,Daniel Jones,1974-09-05,752-73-3456,Louisiana
613,Austin Oliver,1970-12-09,076-68-2351,Wyoming
1308,Michael Welch,1992-04-18,242-85-6942,Rhode Island
1016,Derek Payne,1970-03-26,874-33-1519,Washington
1483,Eric Dominguez,1966-11-05,071-29-4746,Rhode Island
182,William Burns,1979-01-11,315-41-3068,Texas
1293,Andrew Nguyen,1972-12-24,673-63-3264,Kansas
167,Cheryl Salazar,1991-03-14,161-52-7968,Texas
1436,Karen Williams,1987-08-13,623-92-2151,Arkansas
56,Todd Reyes,1970-03-28,014-02-3675,Vermont
1381,Andrew Williams,1968-09-16,808-26-5827,Nebraska
355,Jeffrey Mathews,1957-02-25,184-09-1447,Connecticut
1855,Victoria Reeves,1970-05-09,584-26-1972,Connecticut
1657,Aaron Munoz,1986-11-10,722-03-0581,Oregon
1387,Larry Smith,1959-03-09,874-16-9634,Utah
709,Zachary Hall,1981-02-14,495-20-0846,Illinois
893,Andrea Aguilar,1979-05-22,700-61-1821,Kansas
685,Christopher Bauer,1981-10-12,237-24-5742,Missouri
725,Charles Fry,1976-02-26,624-52-6923,Connecticut
1515,Joshua Mann,1977-05-02,344-37-2818,Oregon
1559,Diana Smith,1992-08-20,030-62-0859,Vermont
968,Michelle Kennedy,1987-04-03,679-98-1154,Wisconsin
903,Christine Sims,1977-05-30,504-77-0585,South Dakota
1908,Frederick Moody,1983-12-14,250-57-8461,Alaska
1238,Kevin Smith,1977-11-17,209-31-2592,North Carolina
1498,Amy Sampson,1971-03-14,625-88-1910,Indiana
1856,Vanessa Edwards,1993-12-08,294-14-2861,Pennsylvania
1524,Daniel Mitchell,1972-03-23,146-98-1942,Nevada
130,Jessica Rivera,1985-12-08,045-25-7802,Minnesota
1341,Amy Dickson,1987-08-15,182-38-6803,Rhode Island
679,Stephen Johnson,1973-03-18,669-24-6635,Montana
349,Bryan Hartman,1973-07-31,228-18-5028,Connecticut
2002,Jason Buck,1964-04-25,462-22-2468,California
1259,Adrian Hartman,1982-08-31,126-70-6535,Colorado
1318,Gabrielle Sampson,1985-10-29,442-12-6945,Illinois
1207,Nancy Montoya,1980-09-18,843-44-9310,Indiana
